""	"Fgutabs"	"k_a"	"k_e"	"V_dist"
1	0.9374	0.6335	0.2104	57.7481
1	0.8414	0.6235	0.2048	58.9481
1	0.7454	0.6135	0.1992	59.8519
1	0.6494	0.6035	0.1936	58.6519
1	0.6466	0.5935	0.188	57.4519
1	0.7426	0.5835	0.1824	56.2519
1	0.8386	0.5735	0.1768	55.0519
1	0.9346	0.5635	0.1712	53.8519
1	0.9694	0.5535	0.1656	52.6519
1	0.8734	0.5435	0.16	51.4519
1	0.7774	0.5335	0.1544	50.2519
1	0.6814	0.5235	0.1488	49.0519
1	0.6146	0.5135	0.1432	47.8519
1	0.7106	0.5035	0.1376	46.6519
1	0.8066	0.5065	0.132	45.4519
1	0.9026	0.5165	0.1264	44.2519
1	0.9986	0.5265	0.1208	43.0519
1	0.9054	0.5365	0.1152	41.8519
1	0.8094	0.5465	0.1096	40.6519
1	0.7134	0.5565	0.104	39.4519
1	0.6174	0.5665	0.0984	38.2519
1	0.6786	0.5765	0.0928	37.0519
1	0.7746	0.5865	0.0872	35.8519
1	0.8706	0.5965	0.0816	34.6519
1	0.9666	0.6065	0.076	33.4519
1	0.9374	0.6165	0.0704	32.2519
1	0.8414	0.6265	0.0648	31.0519
1	0.7454	0.6365	0.0592	29.8519
1	0.6494	0.6465	0.0536	28.6519
1	0.6466	0.6565	0.048	27.4519
1	0.7426	0.6665	0.0424	26.2519
1	0.8386	0.6765	0.0368	25.0519
1	0.9346	0.6865	0.0312	23.8519
1	0.9694	0.6965	0.0256	22.6519
1	0.8734	0.7065	0.02	21.4519
1	0.7774	0.7165	0.0256	20.2519
1	0.6814	0.7265	0.0312	20.9481
1	0.6146	0.7365	0.0368	22.1481
1	0.7106	0.7465	0.0424	23.3481
1	0.8066	0.7565	0.048	24.5481
1	0.6678	0.5345	0.1505	28.8636
1	0.6718	0.7055	0.1561	27.6636
1	0.6758	0.9455	0.1617	26.4636
1	0.6798	1.1855	0.1673	25.2636
1	0.6838	1.4255	0.1729	24.0636
1	0.6878	1.3345	0.1785	22.8636
1	0.6918	1.0945	0.1841	21.6636
1	0.6958	0.8545	0.1897	20.4636
1	0.6998	0.6145	0.1953	20.7364
1	0.7038	0.6255	0.2009	21.9364
1	0.7078	0.8655	0.2065	23.1364
1	0.7118	1.1055	0.2121	24.3364
1	0.7158	1.3455	0.2177	25.5364
1	0.7198	1.4145	0.2233	26.7364
1	0.7238	1.1745	0.2289	27.9364
1	0.7278	0.9345	0.2345	29.1364
1	0.7318	0.6945	0.2401	30.3364
1	0.7358	0.5455	0.2457	31.5364
1	0.7398	0.7855	0.2513	32.7364
1	0.7438	1.0255	0.2569	33.9364
1	0.7478	1.2655	0.2625	35.1364
1	0.7518	1.4945	0.2681	36.3364
1	0.7558	1.2545	0.2737	37.5364
1	0.7598	1.0145	0.2793	38.7364
1	0.7638	0.7745	0.2849	39.9364
1	0.7678	0.5345	0.2905	41.1364
1	0.7718	0.7055	0.2961	42.3364
1	0.7758	0.9455	0.2983	43.5364
1	0.7798	1.1855	0.2927	44.7364
1	0.7838	1.4255	0.2871	45.9364
1	0.7878	1.3345	0.2815	47.1364
1	0.7918	1.0945	0.2759	48.3364
1	0.7958	0.8545	0.2703	49.5364
1	0.7998	0.6145	0.2647	50.7364
1	0.8038	0.6255	0.2591	51.9364
1	0.8078	0.8655	0.2535	53.1364
1	0.8118	1.1055	0.2479	54.3364
1	0.8158	1.3455	0.2423	55.5364
1	0.8198	1.4145	0.2367	56.7364
1	0.8238	1.1745	0.2311	57.9364
1	0.8278	0.9345	0.2255	59.1364
1	0.8318	0.6945	0.2199	59.6636
1	0.8358	0.5455	0.2143	58.4636
1	0.8398	0.7855	0.2087	57.2636
1	0.8438	1.0255	0.2031	56.0636
1	0.8478	1.2655	0.1975	54.8636
1	0.8518	1.4945	0.1919	53.6636
1	0.8558	1.2545	0.1863	52.4636
1	0.8598	1.0145	0.1807	51.2636
1	0.8638	0.7745	0.1751	50.0636
1	0.8678	0.5345	0.1695	48.8636
1	0.8718	0.7055	0.1639	47.6636
1	0.8758	0.9455	0.1583	46.4636
1	0.8798	1.1855	0.1527	45.2636
1	0.8838	1.4255	0.1471	44.0636
1	0.8878	1.3345	0.1415	42.8636
1	0.8918	1.0945	0.1359	41.6636
1	0.8958	0.8545	0.1303	40.4636
1	0.8998	0.6145	0.1247	39.2636
1	0.9038	0.6255	0.1191	38.0636
1	0.9078	0.8655	0.1135	36.8636
1	0.9118	1.1055	0.1079	35.6636
1	0.9158	1.3455	0.1023	34.4636
1	0.9198	1.4145	0.0967	33.2636
1	0.9238	1.1745	0.0911	32.0636
1	0.9278	0.9345	0.0855	30.8636
1	0.9318	0.6945	0.0799	29.6636
1	0.9358	0.5455	0.0743	28.4636
1	0.9398	0.7855	0.0687	27.2636
1	0.9438	1.0255	0.0631	26.0636
1	0.9478	1.2655	0.0575	24.8636
1	0.9518	1.4945	0.0519	23.6636
1	0.9558	1.2545	0.0463	22.4636
1	0.9598	1.0145	0.0407	21.2636
1	0.9638	0.7745	0.0351	20.0636
1	0.9678	0.5345	0.0295	21.1364
1	0.9718	0.7055	0.0239	22.3364
1	0.9758	0.9455	0.0217	23.5364
1	0.9798	1.1855	0.0273	24.7364
1	0.9838	1.4255	0.0329	25.9364
1	0.9878	1.3345	0.0385	27.1364
1	0.9918	1.0945	0.0441	28.3364
1	0.9958	0.8545	0.0497	29.5364
1	0.9998	0.6145	0.0553	30.7364
1	0.9962	0.6255	0.0609	31.9364
1	0.9922	0.8655	0.0665	33.1364
1	0.9882	1.1055	0.0721	34.3364
1	0.9842	1.3455	0.0777	35.5364
1	0.9802	1.4145	0.0833	36.7364
1	0.9762	1.1745	0.0889	37.9364
1	0.9722	0.9345	0.0945	39.1364
1	0.9682	0.6945	0.1001	40.3364
1	0.9642	0.5455	0.1057	41.5364
1	0.9602	0.7855	0.1113	42.7364
1	0.9562	1.0255	0.1169	43.9364
1	0.9522	1.2655	0.1225	45.1364
1	0.9482	1.4945	0.1281	46.3364
1	0.9442	1.2545	0.1337	47.5364
1	0.9402	1.0145	0.1393	48.7364
1	0.9362	0.7745	0.1449	49.9364
1	0.9322	0.5345	0.1505	51.1364
1	0.9282	0.7055	0.1561	52.3364
1	0.9242	0.9455	0.1617	53.5364
1	0.9202	1.1855	0.1673	54.7364
1	0.9162	1.4255	0.1729	55.9364
1	0.9122	1.3345	0.1785	57.1364
1	0.9082	1.0945	0.1841	58.3364
1	0.9042	0.8545	0.1897	59.5364
1	0.9002	0.6145	0.1953	59.2636
1	0.8962	0.6255	0.2009	58.0636
1	0.8922	0.8655	0.2065	56.8636
1	0.8882	1.1055	0.2121	55.6636
1	0.8842	1.3455	0.2177	54.4636
1	0.8802	1.4145	0.2233	53.2636
1	0.8762	1.1745	0.2289	52.0636
1	0.8722	0.9345	0.2345	50.8636
1	0.8682	0.6945	0.2401	49.6636
1	0.8642	0.5455	0.2457	48.4636
1	0.8602	0.7855	0.2513	47.2636
1	0.8562	1.0255	0.2569	46.0636
1	0.8522	1.2655	0.2625	44.8636
1	0.8482	1.4945	0.2681	43.6636
1	0.8442	1.2545	0.2737	42.4636
1	0.8402	1.0145	0.2793	41.2636
1	0.8362	0.7745	0.2849	40.0636
1	0.8322	0.5345	0.2905	38.8636
1	0.8282	0.7055	0.2961	37.6636
1	0.8242	0.9455	0.2983	36.4636
1	0.8202	1.1855	0.2927	35.2636
1	0.8162	1.4255	0.2871	34.0636
1	0.8122	1.3345	0.2815	32.8636
1	0.8082	1.0945	0.2759	31.6636
1	0.8042	0.8545	0.2703	30.4636
1	0.8002	0.6145	0.2647	29.2636
1	0.7962	0.6255	0.2591	28.0636
1	0.7922	0.8655	0.2535	26.8636
1	0.7882	1.1055	0.2479	25.6636
1	0.7842	1.3455	0.2423	24.4636
1	0.7802	1.4145	0.2367	23.2636
1	0.7762	1.1745	0.2311	22.0636
1	0.7722	0.9345	0.2255	20.8636
1	0.7682	0.6945	0.2199	20.3364
1	0.7642	0.5455	0.2143	21.5364
1	0.7602	0.7855	0.2087	22.7364
1	0.7562	1.0255	0.2031	23.9364
1	0.7522	1.2655	0.1975	25.1364
1	0.7482	1.4945	0.1919	26.3364
1	0.7442	1.2545	0.1863	27.5364
1	0.7402	1.0145	0.1807	28.7364
1	0.7362	0.7745	0.1751	29.9364
1	0.7322	0.5345	0.1695	31.1364
1	0.7282	0.7055	0.1639	32.3364
1	0.7242	0.9455	0.1583	33.5364
1	0.7202	1.1855	0.1527	34.7364
1	0.7162	1.4255	0.1471	35.9364
1	0.7122	1.3345	0.1415	37.1364
1	0.7082	1.0945	0.1359	38.3364
1	0.7042	0.8545	0.1303	39.5364
1	0.7002	0.6145	0.1247	40.7364
1	0.6962	0.6255	0.1191	41.9364
1	0.6922	0.8655	0.1135	43.1364
1	0.6882	1.1055	0.1079	44.3364
1	0.6842	1.3455	0.1023	45.5364
1	0.6802	1.4145	0.0967	46.7364
1	0.6762	1.1745	0.0911	47.9364
1	0.6722	0.9345	0.0855	49.1364
1	0.6682	0.6945	0.0799	50.3364
1	0.6642	0.5455	0.0743	51.5364
1	0.6602	0.7855	0.0687	52.7364
1	0.6562	1.0255	0.0631	53.9364
1	0.6522	1.2655	0.0575	55.1364
1	0.6482	1.4945	0.0519	56.3364
1	0.6442	1.2545	0.0463	57.5364
1	0.6402	1.0145	0.0407	58.7364
1	0.6362	0.7745	0.0351	59.9364
1	0.6322	0.5345	0.0295	58.8636
1	0.6282	0.7055	0.0239	57.6636
1	0.6242	0.9455	0.0217	56.4636
1	0.6202	1.1855	0.0273	55.2636
1	0.6162	1.4255	0.0329	54.0636
1	0.6122	1.3345	0.0385	52.8636
1	0.6082	1.0945	0.0441	51.6636
1	0.6042	0.8545	0.0497	50.4636
1	0.6002	0.6145	0.0553	49.2636
1	0.6038	0.6255	0.0609	48.0636
1	0.6078	0.8655	0.0665	46.8636
1	0.6118	1.1055	0.0721	45.6636
1	0.6158	1.3455	0.0777	44.4636
1	0.6198	1.4145	0.0833	43.2636
1	0.6238	1.1745	0.0889	42.0636
1	0.6278	0.9345	0.0945	40.8636
1	0.6318	0.6945	0.1001	39.6636
1	0.6358	0.5455	0.1057	38.4636
1	0.6398	0.7855	0.1113	37.2636
1	0.6438	1.0255	0.1169	36.0636
1	0.6478	1.2655	0.1225	34.8636
1	0.6518	1.4945	0.1281	33.6636
1	0.6558	1.2545	0.1337	32.4636
1	0.6598	1.0145	0.1393	31.2636
1	0.6638	0.7745	0.1449	30.0636
1	0.6714	0.9433	0.2622	21.4284
1	0.6674	0.9233	0.195	22.6284
1	0.6634	0.9033	0.1278	23.8284
1	0.6594	0.8833	0.0606	25.0284
1	0.6554	0.8633	0.0466	26.2284
1	0.6514	0.8433	0.1138	27.4284
1	0.6474	0.8233	0.181	28.6284
1	0.6434	0.8033	0.2482	29.8284
1	0.6394	0.7833	0.2846	31.0284
1	0.6354	0.7633	0.2174	32.2284
1	0.6314	0.7433	0.1502	33.4284
1	0.6274	0.7233	0.083	34.6284
1	0.6234	0.7033	0.0242	35.8284
1	0.6194	0.6833	0.0914	37.0284
1	0.6154	0.6633	0.1586	38.2284
1	0.6114	0.6433	0.2258	39.4284
1	0.6074	0.6233	0.293	40.6284
1	0.6034	0.6033	0.2398	41.8284
1	0.6006	0.5833	0.1726	43.0284
1	0.6046	0.5633	0.1054	44.2284
1	0.6086	0.5433	0.0382	45.4284
1	0.6126	0.5233	0.069	46.6284
1	0.6166	0.5033	0.1362	47.8284
1	0.6206	0.5167	0.2034	49.0284
1	0.6246	0.5367	0.2706	50.2284
1	0.6286	0.5567	0.2622	51.4284
1	0.6326	0.5767	0.195	52.6284
1	0.6366	0.5967	0.1278	53.8284
1	0.6406	0.6167	0.0606	55.0284
1	0.6446	0.6367	0.0466	56.2284
1	0.6486	0.6567	0.1138	57.4284
1	0.6526	0.6767	0.181	58.6284
1	0.6566	0.6967	0.2482	59.8284
1	0.6606	0.7167	0.2846	58.9716
1	0.6646	0.7367	0.2174	57.7716
1	0.6686	0.7567	0.1502	56.5716
1	0.6726	0.7767	0.083	55.3716
1	0.6766	0.7967	0.0242	54.1716
1	0.6806	0.8167	0.0914	52.9716
1	0.6846	0.8367	0.1586	51.7716
1	0.6886	0.8567	0.2258	50.5716
1	0.6926	0.8767	0.293	49.3716
1	0.6966	0.8967	0.2398	48.1716
1	0.7006	0.9167	0.1726	46.9716
1	0.7046	0.9367	0.1054	45.7716
1	0.7086	0.9567	0.0382	44.5716
1	0.7126	0.9767	0.069	43.3716
1	0.7166	0.9967	0.1362	42.1716
1	0.7206	1.0167	0.2034	40.9716
1	0.7246	1.0367	0.2706	39.7716
1	0.7286	1.0567	0.2622	38.5716
1	0.7326	1.0767	0.195	37.3716
1	0.7366	1.0967	0.1278	36.1716
1	0.7406	1.1167	0.0606	34.9716
1	0.7446	1.1367	0.0466	33.7716
1	0.7486	1.1567	0.1138	32.5716
1	0.7526	1.1767	0.181	31.3716
1	0.7566	1.1967	0.2482	30.1716
1	0.7606	1.2167	0.2846	28.9716
1	0.7646	1.2367	0.2174	27.7716
1	0.7686	1.2567	0.1502	26.5716
1	0.7726	1.2767	0.083	25.3716
1	0.7766	1.2967	0.0242	24.1716
1	0.7806	1.3167	0.0914	22.9716
1	0.7846	1.3367	0.1586	21.7716
1	0.7886	1.3567	0.2258	20.5716
1	0.7926	1.3767	0.293	20.6284
1	0.7966	1.3967	0.2398	21.8284
1	0.8006	1.4167	0.1726	23.0284
1	0.8046	1.4367	0.1054	24.2284
1	0.8086	1.4567	0.0382	25.4284
1	0.8126	1.4767	0.069	26.6284
1	0.8166	1.4967	0.1362	27.8284
1	0.8206	1.4833	0.2034	29.0284
1	0.8246	1.4633	0.2706	30.2284
1	0.8286	1.4433	0.2622	31.4284
1	0.8326	1.4233	0.195	32.6284
1	0.8366	1.4033	0.1278	33.8284
1	0.8406	1.3833	0.0606	35.0284
1	0.8446	1.3633	0.0466	36.2284
1	0.8486	1.3433	0.1138	37.4284
1	0.8526	1.3233	0.181	38.6284
1	0.8566	1.3033	0.2482	39.8284
1	0.8606	1.2833	0.2846	41.0284
1	0.8646	1.2633	0.2174	42.2284
1	0.8686	1.2433	0.1502	43.4284
1	0.8726	1.2233	0.083	44.6284
1	0.8766	1.2033	0.0242	45.8284
1	0.8806	1.1833	0.0914	47.0284
1	0.8846	1.1633	0.1586	48.2284
1	0.8886	1.1433	0.2258	49.4284
1	0.8926	1.1233	0.293	50.6284
1	0.8966	1.1033	0.2398	51.8284
1	0.9006	1.0833	0.1726	53.0284
1	0.9046	1.0633	0.1054	54.2284
1	0.9086	1.0433	0.0382	55.4284
1	0.9126	1.0233	0.069	56.6284
1	0.9166	1.0033	0.1362	57.8284
1	0.9206	0.9833	0.2034	59.0284
1	0.9246	0.9633	0.2706	59.7716
1	0.9286	0.9433	0.2622	58.5716
1	0.9326	0.9233	0.195	57.3716
1	0.9366	0.9033	0.1278	56.1716
1	0.9406	0.8833	0.0606	54.9716
1	0.9446	0.8633	0.0466	53.7716
1	0.9486	0.8433	0.1138	52.5716
1	0.9526	0.8233	0.181	51.3716
1	0.9566	0.8033	0.2482	50.1716
1	0.9606	0.7833	0.2846	48.9716
1	0.9646	0.7633	0.2174	47.7716
1	0.9686	0.7433	0.1502	46.5716
1	0.9726	0.7233	0.083	45.3716
1	0.9766	0.7033	0.0242	44.1716
1	0.9806	0.6833	0.0914	42.9716
1	0.9846	0.6633	0.1586	41.7716
1	0.9886	0.6433	0.2258	40.5716
1	0.9926	0.6233	0.293	39.3716
1	0.9966	0.6033	0.2398	38.1716
1	0.9994	0.5833	0.1726	36.9716
1	0.9954	0.5633	0.1054	35.7716
1	0.9914	0.5433	0.0382	34.5716
1	0.9874	0.5233	0.069	33.3716
1	0.9834	0.5033	0.1362	32.1716
1	0.9794	0.5167	0.2034	30.9716
1	0.9754	0.5367	0.2706	29.7716
1	0.9714	0.5567	0.2622	28.5716
1	0.9674	0.5767	0.195	27.3716
1	0.9634	0.5967	0.1278	26.1716
1	0.9594	0.6167	0.0606	24.9716
1	0.9554	0.6367	0.0466	23.7716
1	0.9514	0.6567	0.1138	22.5716
1	0.9474	0.6767	0.181	21.3716
1	0.9434	0.6967	0.2482	20.1716
1	0.9394	0.7167	0.2846	21.0284
1	0.9354	0.7367	0.2174	22.2284
1	0.9314	0.7567	0.1502	23.4284
1	0.9274	0.7767	0.083	24.6284
1	0.9234	0.7967	0.0242	25.8284
1	0.9194	0.8167	0.0914	27.0284
1	0.9154	0.8367	0.1586	28.2284
1	0.9114	0.8567	0.2258	29.4284
1	0.9074	0.8767	0.293	30.6284
1	0.9034	0.8967	0.2398	31.8284
1	0.8994	0.9167	0.1726	33.0284
1	0.8954	0.9367	0.1054	34.2284
1	0.8914	0.9567	0.0382	35.4284
1	0.8874	0.9767	0.069	36.6284
1	0.8834	0.9967	0.1362	37.8284
1	0.8794	1.0167	0.2034	39.0284
1	0.8754	1.0367	0.2706	40.2284
1	0.8714	1.0567	0.2622	41.4284
1	0.8674	1.0767	0.195	42.6284
1	0.8634	1.0967	0.1278	43.8284
1	0.8594	1.1167	0.0606	45.0284
1	0.8554	1.1367	0.0466	46.2284
1	0.8514	1.1567	0.1138	47.4284
1	0.8474	1.1767	0.181	48.6284
1	0.8434	1.1967	0.2482	49.8284
1	0.8394	1.2167	0.2846	51.0284
1	0.8354	1.2367	0.2174	52.2284
1	0.8314	1.2567	0.1502	53.4284
1	0.8274	1.2767	0.083	54.6284
1	0.8234	1.2967	0.0242	55.8284
1	0.8194	1.3167	0.0914	57.0284
1	0.8154	1.3367	0.1586	58.2284
1	0.8114	1.3567	0.2258	59.4284
1	0.8074	1.3767	0.293	59.3716
1	0.8034	1.3967	0.2398	58.1716
1	0.7994	1.4167	0.1726	56.9716
1	0.7954	1.4367	0.1054	55.7716
1	0.7914	1.4567	0.0382	54.5716
1	0.7874	1.4767	0.069	53.3716
1	0.7834	1.4967	0.1362	52.1716
1	0.7794	1.4833	0.2034	50.9716
1	0.7754	1.4633	0.2706	49.7716
1	0.7714	1.4433	0.2622	48.5716
1	0.7674	1.4233	0.195	47.3716
1	0.7634	1.4033	0.1278	46.1716
1	0.7594	1.3833	0.0606	44.9716
1	0.7554	1.3633	0.0466	43.7716
1	0.7514	1.3433	0.1138	42.5716
1	0.7474	1.3233	0.181	41.3716
1	0.7434	1.3033	0.2482	40.1716
1	0.7394	1.2833	0.2846	38.9716
1	0.7354	1.2633	0.2174	37.7716
1	0.7314	1.2433	0.1502	36.5716
1	0.7274	1.2233	0.083	35.3716
1	0.7234	1.2033	0.0242	34.1716
1	0.7194	1.1833	0.0914	32.9716
1	0.7154	1.1633	0.1586	31.7716
1	0.7114	1.1433	0.2258	30.5716
1	0.7074	1.1233	0.293	29.3716
1	0.7034	1.1033	0.2398	28.1716
1	0.6994	1.0833	0.1726	26.9716
1	0.6954	1.0633	0.1054	25.7716
1	0.6914	1.0433	0.0382	24.5716
1	0.6874	1.0233	0.069	23.3716
1	0.6834	1.0033	0.1362	22.1716
1	0.6794	0.9833	0.2034	20.9716
1	0.6754	0.9633	0.2706	20.2284
1	0.779	0.5354	0.2677	47.6661
1	0.775	0.5154	0.2593	38.0661
1	0.771	0.5046	0.2509	28.4661
1	0.767	0.5246	0.2425	21.1339
1	0.763	0.5446	0.2341	30.7339
1	0.759	0.5646	0.2257	40.3339
1	0.755	0.5846	0.2173	49.9339
1	0.751	0.6046	0.2089	59.5339
1	0.747	0.6246	0.2005	50.8661
1	0.743	0.6446	0.1921	41.2661
1	0.739	0.6646	0.1837	31.6661
1	0.735	0.6846	0.1753	22.0661
1	0.731	0.7046	0.1669	27.5339
1	0.727	0.7246	0.1585	37.1339
1	0.723	0.7446	0.1501	46.7339
1	0.719	0.7646	0.1417	56.3339
1	0.715	0.7846	0.1333	54.0661
1	0.711	0.8046	0.1249	44.4661
1	0.707	0.8246	0.1165	34.8661
1	0.703	0.8446	0.1081	25.2661
1	0.699	0.8646	0.0997	24.3339
1	0.695	0.8846	0.0913	33.9339
1	0.691	0.9046	0.0829	43.5339
1	0.687	0.9246	0.0745	53.1339
1	0.683	0.9446	0.0661	57.2661
1	0.679	0.9646	0.0577	47.6661
1	0.675	0.9846	0.0493	38.0661
1	0.671	1.0046	0.0409	28.4661
1	0.667	1.0246	0.0325	21.1339
1	0.663	1.0446	0.0241	30.7339
1	0.659	1.0646	0.0243	40.3339
1	0.655	1.0846	0.0327	49.9339
1	0.651	1.1046	0.0411	59.5339
1	0.647	1.1246	0.0495	50.8661
1	0.643	1.1446	0.0579	41.2661
1	0.639	1.1646	0.0663	31.6661
1	0.635	1.1846	0.0747	22.0661
1	0.631	1.2046	0.0831	27.5339
1	0.627	1.2246	0.0915	37.1339
1	0.623	1.2446	0.0999	46.7339
1	0.619	1.2646	0.1083	56.3339
1	0.615	1.2846	0.1167	54.0661
1	0.611	1.3046	0.1251	44.4661
1	0.607	1.3246	0.1335	34.8661
1	0.603	1.3446	0.1419	25.2661
1	0.601	1.3646	0.1503	24.3339
1	0.605	1.3846	0.1587	33.9339
1	0.609	1.4046	0.1671	43.5339
1	0.613	1.4246	0.1755	53.1339
1	0.617	1.4446	0.1839	57.2661
1	0.621	1.4646	0.1923	47.6661
1	0.625	1.4846	0.2007	38.0661
1	0.629	1.4954	0.2091	28.4661
1	0.633	1.4754	0.2175	21.1339
1	0.637	1.4554	0.2259	30.7339
1	0.641	1.4354	0.2343	40.3339
1	0.645	1.4154	0.2427	49.9339
1	0.649	1.3954	0.2511	59.5339
1	0.653	1.3754	0.2595	50.8661
1	0.657	1.3554	0.2679	41.2661
1	0.661	1.3354	0.2763	31.6661
1	0.665	1.3154	0.2847	22.0661
1	0.669	1.2954	0.2931	27.5339
1	0.673	1.2754	0.2985	37.1339
1	0.677	1.2554	0.2901	46.7339
1	0.681	1.2354	0.2817	56.3339
1	0.685	1.2154	0.2733	54.0661
1	0.689	1.1954	0.2649	44.4661
1	0.693	1.1754	0.2565	34.8661
1	0.697	1.1554	0.2481	25.2661
1	0.701	1.1354	0.2397	24.3339
1	0.705	1.1154	0.2313	33.9339
1	0.709	1.0954	0.2229	43.5339
1	0.713	1.0754	0.2145	53.1339
1	0.717	1.0554	0.2061	57.2661
1	0.721	1.0354	0.1977	47.6661
1	0.725	1.0154	0.1893	38.0661
1	0.729	0.9954	0.1809	28.4661
1	0.733	0.9754	0.1725	21.1339
1	0.737	0.9554	0.1641	30.7339
1	0.741	0.9354	0.1557	40.3339
1	0.745	0.9154	0.1473	49.9339
1	0.749	0.8954	0.1389	59.5339
1	0.753	0.8754	0.1305	50.8661
1	0.757	0.8554	0.1221	41.2661
1	0.761	0.8354	0.1137	31.6661
1	0.765	0.8154	0.1053	22.0661
1	0.769	0.7954	0.0969	27.5339
1	0.773	0.7754	0.0885	37.1339
1	0.777	0.7554	0.0801	46.7339
1	0.781	0.7354	0.0717	56.3339
1	0.785	0.7154	0.0633	54.0661
1	0.789	0.6954	0.0549	44.4661
1	0.793	0.6754	0.0465	34.8661
1	0.797	0.6554	0.0381	25.2661
1	0.801	0.6354	0.0297	24.3339
1	0.805	0.6154	0.0213	33.9339
1	0.809	0.5954	0.0271	43.5339
1	0.813	0.5754	0.0355	53.1339
1	0.817	0.5554	0.0439	57.2661
1	0.821	0.5354	0.0523	47.6661
1	0.825	0.5154	0.0607	38.0661
1	0.829	0.5046	0.0691	28.4661
1	0.833	0.5246	0.0775	21.1339
1	0.837	0.5446	0.0859	30.7339
1	0.841	0.5646	0.0943	40.3339
1	0.845	0.5846	0.1027	49.9339
1	0.849	0.6046	0.1111	59.5339
1	0.853	0.6246	0.1195	50.8661
1	0.857	0.6446	0.1279	41.2661
1	0.861	0.6646	0.1363	31.6661
1	0.865	0.6846	0.1447	22.0661
1	0.869	0.7046	0.1531	27.5339
1	0.873	0.7246	0.1615	37.1339
1	0.877	0.7446	0.1699	46.7339
1	0.881	0.7646	0.1783	56.3339
1	0.885	0.7846	0.1867	54.0661
1	0.889	0.8046	0.1951	44.4661
1	0.893	0.8246	0.2035	34.8661
1	0.897	0.8446	0.2119	25.2661
1	0.901	0.8646	0.2203	24.3339
1	0.905	0.8846	0.2287	33.9339
1	0.909	0.9046	0.2371	43.5339
1	0.913	0.9246	0.2455	53.1339
1	0.917	0.9446	0.2539	57.2661
1	0.921	0.9646	0.2623	47.6661
1	0.925	0.9846	0.2707	38.0661
1	0.929	1.0046	0.2791	28.4661
1	0.933	1.0246	0.2875	21.1339
1	0.937	1.0446	0.2959	30.7339
1	0.941	1.0646	0.2957	40.3339
1	0.945	1.0846	0.2873	49.9339
1	0.949	1.1046	0.2789	59.5339
1	0.953	1.1246	0.2705	50.8661
1	0.957	1.1446	0.2621	41.2661
1	0.961	1.1646	0.2537	31.6661
1	0.965	1.1846	0.2453	22.0661
1	0.969	1.2046	0.2369	27.5339
1	0.973	1.2246	0.2285	37.1339
1	0.977	1.2446	0.2201	46.7339
1	0.981	1.2646	0.2117	56.3339
1	0.985	1.2846	0.2033	54.0661
1	0.989	1.3046	0.1949	44.4661
1	0.993	1.3246	0.1865	34.8661
1	0.997	1.3446	0.1781	25.2661
1	0.999	1.3646	0.1697	24.3339
1	0.995	1.3846	0.1613	33.9339
1	0.991	1.4046	0.1529	43.5339
1	0.987	1.4246	0.1445	53.1339
1	0.983	1.4446	0.1361	57.2661
1	0.979	1.4646	0.1277	47.6661
1	0.975	1.4846	0.1193	38.0661
1	0.971	1.4954	0.1109	28.4661
1	0.967	1.4754	0.1025	21.1339
1	0.963	1.4554	0.0941	30.7339
1	0.959	1.4354	0.0857	40.3339
1	0.955	1.4154	0.0773	49.9339
1	0.951	1.3954	0.0689	59.5339
1	0.947	1.3754	0.0605	50.8661
1	0.943	1.3554	0.0521	41.2661
1	0.939	1.3354	0.0437	31.6661
1	0.935	1.3154	0.0353	22.0661
1	0.931	1.2954	0.0269	27.5339
1	0.927	1.2754	0.0215	37.1339
1	0.923	1.2554	0.0299	46.7339
1	0.919	1.2354	0.0383	56.3339
1	0.915	1.2154	0.0467	54.0661
1	0.911	1.1954	0.0551	44.4661
1	0.907	1.1754	0.0635	34.8661
1	0.903	1.1554	0.0719	25.2661
1	0.899	1.1354	0.0803	24.3339
1	0.895	1.1154	0.0887	33.9339
1	0.891	1.0954	0.0971	43.5339
1	0.887	1.0754	0.1055	53.1339
1	0.883	1.0554	0.1139	57.2661
1	0.879	1.0354	0.1223	47.6661
1	0.875	1.0154	0.1307	38.0661
1	0.871	0.9954	0.1391	28.4661
1	0.867	0.9754	0.1475	21.1339
1	0.863	0.9554	0.1559	30.7339
1	0.859	0.9354	0.1643	40.3339
1	0.855	0.9154	0.1727	49.9339
1	0.851	0.8954	0.1811	59.5339
1	0.847	0.8754	0.1895	50.8661
1	0.843	0.8554	0.1979	41.2661
1	0.839	0.8354	0.2063	31.6661
1	0.835	0.8154	0.2147	22.0661
1	0.831	0.7954	0.2231	27.5339
1	0.827	0.7754	0.2315	37.1339
1	0.823	0.7554	0.2399	46.7339
1	0.819	0.7354	0.2483	56.3339
1	0.815	0.7154	0.2567	54.0661
1	0.811	0.6954	0.2651	44.4661
1	0.807	0.6754	0.2735	34.8661
1	0.803	0.6554	0.2819	25.2661
1	0.799	0.6354	0.2903	24.3339
1	0.795	0.6154	0.2987	33.9339
1	0.791	0.5954	0.2929	43.5339
1	0.787	0.5754	0.2845	53.1339
1	0.783	0.5554	0.2761	57.2661
1	0.9635	0.9713	0.1229	57.57
1	0.9405	0.9813	0.1173	56.37
1	0.8445	0.9913	0.1117	55.17
1	0.7485	1.0013	0.1061	53.97
1	0.6525	1.0113	0.1005	52.77
1	0.6435	1.0213	0.0949	51.57
