Iter	Fgutabs	k_a	k_e	V_dist	C_rest_1.1	C_rest_1.2	C_rest_1.3	C_rest_1.4	C_rest_1.5	C_rest_1.6	C_rest_1.7	C_rest_1.8	C_rest_1.9	C_rest_1.10	C_rest_1.11	C_rest_1.12	C_rest_1.13	C_rest_1.14	C_rest_1.15	C_rest_1.16	C_rest_1.17	C_rest_1.18	C_rest_1.19	C_rest_1.20	C_rest_1.21	C_rest_1.22	C_rest_1.23	C_rest_1.24	C_rest_1.25
5633	0.7282	1.4264	0.1322	47.353	3.17295	6.674	8.06235	8.43625	8.33261	8.01329	7.60545	7.1703	6.73682	6.31823	5.92014	5.54443	5.19125	4.85991	4.54941	4.25858	3.98628	3.73135	3.4927	3.26931	3.0602	2.86446	2.68124	2.50974	2.34921
5634	0.8242	1.4164	0.1266	46.153	3.66583	7.73904	9.38127	9.84849	9.75795	9.41234	8.95958	8.47138	7.98198	7.50726	7.05411	6.62503	6.22044	5.83977	5.482	5.14595	4.83041	4.53418	4.25609	3.99504	3.75	3.51998	3.30407	3.10141	2.91118
5635	0.9202	1.4064	0.121	44.953	4.18042	8.85784	10.7747	11.3483	11.2792	10.9126	10.4182	9.87905	9.33493	8.80465	8.29655	7.81383	7.35726	6.92641	6.52031	6.13779	5.77759	5.43848	5.11924	4.81872	4.53584	4.26956	4.01891	3.78298	3.56089
5636	0.9838	1.3964	0.1154	43.753	4.56805	9.71476	11.8579	12.5302	12.4929	12.1234	11.6082	11.0393	10.4611	9.89485	9.35015	8.83094	8.33831	7.87205	7.4313	7.01496	6.62181	6.25062	5.9002	5.56941	5.25716	4.96242	4.68419	4.42156	4.17366
5637	0.8878	1.3864	0.1098	42.553	4.21628	8.99962	11.023	11.6862	11.6879	11.3765	10.9252	10.4198	9.90233	9.3929	8.9009	8.4303	7.98239	7.5572	7.1541	6.77223	6.41061	6.06823	5.7441	5.43727	5.14682	4.87188	4.61163	4.36527	4.13208
5638	0.7918	1.3764	0.1042	41.353	3.84896	8.24579	10.1347	10.7797	10.815	10.5588	10.1699	9.72749	9.27081	8.81882	8.3805	7.95976	7.55805	7.17554	6.81187	6.46636	6.13823	5.8267	5.53094	5.25017	4.98365	4.73066	4.4905	4.26254	4.04615
5639	0.6958	1.3664	0.0986	40.153	3.46472	7.44993	9.18824	9.80507	9.8681	9.66344	9.33495	8.95475	8.55876	8.16461	7.78072	7.41092	7.05668	6.71837	6.39576	6.08839	5.79566	5.51693	5.25158	4.99898	4.75851	4.52961	4.31172	4.10431	3.90687
5640	0.6002	1.3564	0.093	38.953	3.06409	6.61271	8.18394	8.76204	8.84607	8.68885	8.41826	8.09879	7.76281	7.42636	7.09718	6.7789	6.47301	6.17999	5.89974	5.63196	5.37621	5.13201	4.89887	4.67631	4.46385	4.26104	4.06744	3.88263	3.70622
5641	0.6962	1.3464	0.0874	37.753	3.64712	7.89992	9.81092	10.5385	10.6729	10.515	10.2176	9.85835	9.47643	9.09143	8.71299	8.34569	7.99151	7.65116	7.32471	7.01186	6.71223	6.42531	6.15062	5.88765	5.63591	5.39493	5.16426	4.94344	4.73207
5642	0.7922	1.3364	0.0818	36.553	4.26261	9.2671	11.5487	12.4459	12.6444	12.4951	12.1775	11.7835	11.3594	10.9288	10.5035	10.0891	9.68809	9.30154	8.92966	8.57225	8.22895	7.89929	7.58279	7.27894	6.98725	6.70725	6.43846	6.18044	5.93276
5643	0.8882	1.3264	0.0762	35.353	4.91384	10.7222	13.4085	14.4977	14.7752	14.645	14.315	13.8919	13.4303	12.958	12.4889	12.0299	11.5843	11.1533	10.7375	10.3366	9.95048	9.57865	9.22064	8.87598	8.54419	8.22479	7.91733	7.62135	7.33644
5644	0.9842	1.3164	0.0706	34.153	5.60452	12.2744	15.4028	16.7089	17.0822	16.9831	16.6495	16.2043	15.7107	15.2012	14.6924	14.1923	13.705	13.2322	12.7745	12.3321	11.9048	11.492	11.0935	10.7088	10.3374	9.97889	9.63279	9.29868	8.97617
5645	0.9198	1.3064	0.065	32.953	5.39766	11.8648	14.9406	16.2609	16.6765	16.6302	16.3517	15.9607	15.5189	15.0584	14.5954	14.1383	13.6913	13.2561	12.8335	12.4239	12.027	11.6426	11.2703	10.91	10.5612	10.2234	9.89654	9.58007	9.27373
5646	0.8238	1.2964	0.0594	31.753	4.98817	11.0051	13.9062	15.1849	15.6221	15.6261	15.4099	15.0851	14.7096	14.3136	13.9128	13.5151	13.1245	12.743	12.3715	12.0101	11.6591	11.3181	10.987	10.6655	10.3534	10.0505	9.75636	9.47086	9.19372
5647	0.7278	1.2864	0.0538	30.553	4.55338	10.0829	12.7851	14.0068	14.4555	14.5031	14.3448	14.0832	13.772	13.4394	13.1	12.7614	12.4275	12.1001	11.7803	11.4683	11.1643	10.8682	10.5798	10.2991	10.0257	9.75966	9.50064	9.24848	9.00301
5648	0.6318	1.2764	0.0482	29.353	4.09024	9.09065	11.5671	12.7141	13.1628	13.2463	13.1406	12.9385	12.6889	12.4176	12.1383	11.8578	11.58	11.3067	11.0387	10.7766	10.5203	10.27	10.0255	9.78686	9.55385	9.32637	9.10429	8.88751	8.67588
5649	0.6642	1.2664	0.0426	28.153	4.45671	9.94166	12.6939	13.9988	14.5385	14.6753	14.6013	14.4185	14.1809	13.9172	13.6426	13.365	13.0886	12.8156	12.547	12.2834	12.0249	11.7717	11.5237	11.2809	11.0432	10.8105	10.5827	10.3597	10.1413
5650	0.7602	1.2564	0.037	26.953	5.29606	11.8576	15.1929	16.81	17.5132	17.7318	17.6947	17.524	17.2847	17.0116	16.7231	16.429	16.1345	15.8423	15.5538	15.2697	14.9904	14.7159	14.4463	14.1816	13.9217	13.6665	13.416	13.1701	12.9287
5651	0.8562	1.2464	0.0314	25.753	6.20502	13.9439	17.9283	19.9021	20.8002	21.124	21.1423	20.9993	20.772	20.502	20.2114	19.9119	19.61	19.309	19.0106	18.7157	18.4248	18.1382	17.8559	17.5778	17.304	17.0345	16.7692	16.508	16.2508
5652	0.9522	1.2364	0.0258	24.553	7.19376	16.2254	20.9345	23.3159	24.4451	24.9014	24.9969	24.9001	24.7014	24.4497	24.1713	23.8804	23.5844	23.2876	22.9921	22.699	22.4089	22.1222	21.8389	21.5591	21.2828	21.0101	20.7408	20.475	20.2126
5653	0.9518	1.2264	0.0202	23.353	7.51352	17.0091	22.0221	24.6084	25.8818	26.4452	26.6255	26.5995	26.4631	26.268	26.0424	25.8015	25.5535	25.3028	25.0518	24.8019	24.5536	24.3074	24.0634	23.8217	23.5824	23.3455	23.1109	22.8787	22.6488
5654	0.8558	1.2164	0.0254	22.153	7.06714	16.0059	20.7181	23.1315	24.2957	24.7816	24.9003	24.8209	24.6355	24.3942	24.1242	23.8404	23.5508	23.2597	22.9694	22.6814	22.3961	22.114	21.8353	21.5599	21.2879	21.0193	20.754	20.4921	20.2335
5655	0.7598	1.2064	0.031	20.953	6.58217	14.9126	19.2958	21.5224	22.5718	22.9798	23.0395	22.9111	22.6824	22.4011	22.0936	21.774	21.4502	21.1263	20.8047	20.4865	20.1724	19.8627	19.5575	19.2569	18.9608	18.6692	18.3821	18.0994	17.821
5656	0.6638	1.1964	0.0366	20.247	5.9044	13.3817	17.309	19.2877	20.1984	20.5252	20.5339	20.3711	20.1169	19.8154	19.4909	19.1566	18.8197	18.4842	18.1522	17.8248	17.5026	17.1857	16.8744	16.5685	16.2682	15.9732	15.6836	15.3992	15.12
5657	0.6322	1.1864	0.0422	21.447	5.26672	11.9408	15.44	17.189	17.9746	18.2317	18.2005	18.0136	17.7442	17.4326	17.1012	16.7622	16.4221	16.0848	15.752	15.4248	15.1036	14.7888	14.4803	14.1781	13.8822	13.5924	13.3086	13.0308	12.7587
5658	0.7282	1.1764	0.0478	22.647	5.69921	12.9261	16.7089	18.5845	19.4063	19.6481	19.5729	19.3266	18.99	18.6081	18.2056	17.7962	17.3873	16.983	16.5855	16.1957	15.8143	15.4414	15.0771	14.7212	14.3736	14.0342	13.7028	13.3792	13.0633
5659	0.8242	1.1664	0.0534	23.847	6.07667	13.7875	17.8171	19.7994	20.646	20.8657	20.7422	20.4336	20.028	19.5744	19.1	18.6199	18.1422	17.6714	17.2098	16.7587	16.3184	15.8891	15.4709	15.0635	14.6667	14.2804	13.9042	13.5379	13.1812
5660	0.9202	1.1564	0.059	25.047	6.40698	14.5426	18.7877	20.8598	21.722	21.9143	21.7393	21.3665	20.8908	20.365	19.8188	19.2683	18.7226	18.1864	17.6623	17.1514	16.6542	16.1709	15.7013	15.2451	14.8021	14.3719	13.9541	13.5485	13.1547
5661	0.9838	1.1464	0.0646	26.247	6.4831	14.7213	19.0136	21.0926	21.9349	22.0905	21.8691	21.445	20.9161	20.3374	19.7396	19.1395	18.5466	17.9658	17.3997	16.8494	16.3155	15.7978	15.2962	14.8103	14.3397	13.884	13.4428	13.0155	12.6019
5662	0.8878	1.1364	0.0702	27.447	5.54845	12.6041	16.2752	18.0399	18.7356	18.836	18.6093	18.2071	17.7149	17.1808	16.6318	16.0828	15.5421	15.0139	14.5006	14.003	13.5214	13.0559	12.606	12.1715	11.7518	11.3466	10.9553	10.5775	10.2126
5663	0.7918	1.1264	0.0758	28.647	4.70166	10.685	13.794	15.2775	15.8461	15.904	15.6811	15.3077	14.8579	14.3734	13.8775	13.3835	12.8983	12.4257	11.9677	11.5249	11.0976	10.6856	10.2887	9.90626	9.53797	9.18333	8.84184	8.51303	8.19644
5664	0.6958	1.1164	0.0814	29.847	3.93213	8.94001	11.5389	12.7699	13.2284	13.2546	13.0429	12.7041	12.3012	11.8699	11.4305	10.9941	10.5667	10.1517	9.75043	9.36364	8.99138	8.63346	8.28953	7.95914	7.64184	7.33713	7.04455	6.76361	6.49388
5665	0.6002	1.1064	0.087	31.047	3.23307	7.35388	9.4899	10.4944	10.8577	10.8614	10.667	10.367	10.0143	9.63897	9.25797	8.88073	8.5124	8.15562	7.81166	7.48098	7.1636	6.85927	6.56764	6.28828	6.02072	5.7645	5.51915	5.28424	5.05932
5666	0.6962	1.0964	0.0926	32.247	3.57968	8.14592	10.5102	11.6143	12.0018	11.9864	11.7491	11.3938	10.9802	10.5423	10.0994	9.6621	9.23631	8.82499	8.42951	8.05032	7.68735	7.34027	7.00858	6.69173	6.38911	6.10012	5.82417	5.56068	5.30911
5667	0.7922	1.0864	0.0982	33.447	3.89315	8.86333	11.4341	12.6263	13.0321	12.9948	12.7132	12.3022	11.8278	11.3279	10.824	10.3279	9.8462	9.38204	8.93692	8.51129	8.10497	7.71749	7.34821	6.99642	6.66137	6.34229	6.03846	5.74917	5.47372
5668	0.8882	1.0764	0.1038	34.647	4.17693	9.51385	12.2717	13.542	13.961	13.8994	13.5727	13.1059	12.5713	12.0103	11.4466	10.8932	10.3571	9.84199	9.3493	8.87941	8.43205	8.0066	7.60224	7.21809	6.85323	6.50674	6.17772	5.86531	5.56869
5669	0.9842	1.0664	0.1094	35.847	4.43398	10.1042	13.0317	14.3712	14.7991	14.7112	14.3388	13.8165	13.2224	12.6015	11.9794	11.3702	10.7818	10.2177	9.67953	9.16766	8.68165	8.22068	7.78377	7.36983	6.97777	6.60647	6.25489	5.92198	5.60678
5670	0.9198	1.0564	0.115	37.047	3.9739	9.06018	11.6841	12.8769	13.2457	13.1474	12.7911	12.2995	11.7439	11.1652	10.5871	10.0225	9.47835	8.95809	8.46306	7.99343	7.54869	7.12802	6.73039	6.3547	5.99984	5.66472	5.34827	5.04947	4.76734
5671	0.8238	1.0464	0.1206	38.247	3.41646	7.79314	10.0493	11.0685	11.3734	11.2723	10.9472	10.5048	10.0076	9.49159	8.97742	8.47653	7.99499	7.53573	7.09984	6.68739	6.29784	5.93036	5.58396	5.25757	4.95013	4.66059	4.38793	4.13121	3.88949
5672	0.7278	1.0364	0.1262	39.447	2.89992	6.61825	8.53377	9.39382	9.64242	9.54299	9.25139	8.85956	8.42136	7.96807	7.51755	7.07973	6.65984	6.26035	5.88215	5.5252	5.18898	4.87264	4.57526	4.29583	4.03334	3.78683	3.55533	3.33797	3.13387
5673	0.6318	1.0264	0.1318	40.647	2.42067	5.52736	7.12685	7.84075	8.0401	7.94598	7.6898	7.34938	6.97045	6.57965	6.1922	5.81655	5.45712	5.11599	4.79385	4.49059	4.20568	3.93834	3.6877	3.45284	3.23282	3.02676	2.8338	2.65311	2.48393
5674	0.6642	1.0164	0.1374	41.847	2.44892	5.59482	7.21368	7.93207	8.12572	8.01953	7.74776	7.39018	6.99386	6.58626	6.18312	5.79314	5.42086	5.06839	4.73635	4.42458	4.13243	3.85904	3.60341	3.36452	3.14135	2.93292	2.73827	2.55651	2.3868
5675	0.7602	1.0064	0.143	43.047	2.69923	6.16999	7.95525	8.74307	8.94796	8.81915	8.50602	8.09769	7.64689	7.18452	6.72824	6.28783	5.86837	5.47216	5.09983	4.75111	4.4252	4.12101	3.83735	3.57298	3.32669	3.09729	2.88366	2.68474	2.49951
5676	0.8562	0.9964	0.1486	44.247	2.92966	6.7004	8.63927	9.49027	9.70368	9.55143	9.19718	8.73893	8.23488	7.71917	7.21137	6.72229	6.25752	5.81952	5.40893	5.02534	4.66775	4.33488	4.02531	3.73758	3.47025	3.22194	2.99135	2.77721	2.57839
5677	0.9522	0.9864	0.1542	45.447	3.14179	7.18958	9.27032	10.1789	10.3985	10.2222	9.82721	9.32001	8.76402	8.19649	7.63885	7.1029	6.59469	6.11686	5.67	5.25357	4.86636	4.50686	4.17342	3.86434	3.57796	3.31269	3.06701	2.83952	2.62887
5678	0.9518	0.9764	0.1598	46.647	3.03013	6.93799	8.94639	9.81899	10.0222	9.83998	9.4449	8.94089	8.3901	7.82916	7.2791	6.75152	6.25233	5.78403	5.34713	4.94097	4.56428	4.21546	3.89278	3.59448	3.31884	3.06422	2.82906	2.6119	2.41139
5679	0.8558	0.9664	0.1654	47.847	2.63024	6.02587	7.77079	8.5253	8.69446	8.52607	8.17112	7.72104	7.23063	6.73221	6.24442	5.7775	5.33664	4.92399	4.5399	4.18371	3.8542	3.54987	3.26908	3.01021	2.77165	2.55189	2.34948	2.16308	1.99144
5680	0.7598	0.9564	0.171	49.047	2.25558	5.17056	6.66842	7.31314	7.45226	7.29931	6.98491	6.58842	6.15756	5.72056	5.29368	4.88585	4.50158	4.14267	3.80938	3.50104	3.21652	2.95441	2.71322	2.49144	2.28763	2.10039	1.9284	1.77046	1.62543
5681	0.6638	0.9464	0.1766	50.247	1.90435	4.36802	5.63401	6.17656	6.28922	6.1531	5.87941	5.53599	5.16373	4.78689	4.41944	4.06905	3.73956	3.43249	3.14799	2.88542	2.64373	2.42165	2.21783	2.03092	1.8596	1.70265	1.55888	1.42721	1.30664
5682	0.6322	0.9364	0.1822	51.447	1.75352	4.02452	5.19162	5.68975	5.78925	5.65766	5.39826	5.07425	4.72385	4.36978	4.02513	3.6971	3.38923	3.10292	2.83824	2.59455	2.3708	2.16571	1.97798	1.80628	1.64934	1.50593	1.37493	1.2553	1.14604
5683	0.7282	0.9264	0.1878	52.647	1.95364	4.48657	5.78853	6.34204	6.4484	6.29507	5.99806	5.62861	5.22993	4.82777	4.43697	4.06567	3.71787	3.39509	3.09737	2.8239	2.5734	2.3444	2.13531	1.94458	1.7707	1.61225	1.46792	1.33645	1.21674
5684	0.8242	0.9164	0.1934	53.847	2.13963	4.91678	6.34464	6.94946	7.06125	6.8862	6.55239	6.13875	5.69328	5.24463	4.80936	4.39651	4.01053	3.65305	3.32404	3.02253	2.74702	2.49577	2.26696	2.05879	1.86952	1.69751	1.54125	1.39931	1.27042
5685	0.9202	0.9064	0.199	55.047	2.3124	5.31721	6.86264	7.51502	7.63103	7.43441	7.06469	6.60813	6.11736	5.62385	5.14578	4.69311	4.27067	3.88021	3.52162	3.19375	2.89486	2.62298	2.37601	2.1519	1.94868	1.7645	1.59762	1.44646	1.30956
5686	0.9838	0.8964	0.2046	56.247	2.39397	5.50833	7.11078	7.78508	7.90045	7.68948	7.29772	6.81547	6.29798	5.77834	5.27571	4.80055	4.35792	3.9496	3.5754	3.23403	2.92358	2.64186	2.3866	2.15557	1.94663	1.75777	1.58712	1.43296	1.29373
5687	0.8878	0.8864	0.2102	57.447	2.09267	4.81824	6.22133	6.81	6.90698	6.71632	6.36624	5.93653	5.47615	5.01447	4.56855	4.14766	3.75627	3.3959	3.06634	2.76635	2.49417	2.24778	2.02509	1.82407	1.64273	1.47926	1.33195	1.19924	1.0797
5688	0.7918	0.8764	0.2158	58.647	1.80847	4.16666	5.38132	5.88957	5.97022	5.80027	5.49135	5.11314	4.70852	4.30329	3.91241	3.54403	3.20205	2.88777	2.60094	2.34042	2.10459	1.89162	1.69962	1.52673	1.37119	1.23134	1.10565	0.992726	0.891295
5689	0.6958	0.8664	0.2214	59.847	1.54034	3.55129	4.58778	5.02041	5.08659	4.9376	4.6692	4.34139	3.99115	3.6408	3.3033	2.98569	2.69132	2.42129	2.17534	1.95243	1.7511	1.56972	1.4066	1.26009	1.12862	1.01073	0.905053	0.810367	0.725549
5690	0.6002	0.8564	0.227	58.953	1.33395	3.07757	3.97692	4.35149	4.40677	4.27424	4.0374	3.74872	3.44067	3.13287	2.83673	2.55842	2.3009	2.0651	1.85073	1.65686	1.48215	1.32512	1.18424	1.05802	0.945054	0.844014	0.753689	0.672975	0.600867
5691	0.6962	0.8464	0.2326	57.753	1.56179	3.60575	4.66087	5.09946	5.162	5.0029	4.72061	4.37719	4.01114	3.64576	3.2946	2.96506	2.6606	2.38229	2.12977	1.90186	1.69692	1.51316	1.34869	1.2017	1.07048	0.953416	0.849045	0.756027	0.673152
5692	0.7922	0.8364	0.2382	56.553	1.79432	4.14552	5.36031	5.86444	5.93397	5.74689	5.41704	5.01643	4.58984	4.16444	3.75606	3.3733	3.0202	2.69797	2.40616	2.14331	1.90747	1.69647	1.50807	1.34012	1.19055	1.05747	0.93913	0.833942	0.740476
5693	0.8882	0.8264	0.2438	55.353	2.03181	4.69759	6.07623	6.64755	6.72391	6.50744	6.1279	5.66761	5.1779	4.69	4.22209	3.78408	3.38059	3.01299	2.68068	2.38194	2.11448	1.87572	1.66303	1.47388	1.30587	1.15675	1.02449	0.907243	0.803341
5694	0.9842	0.8164	0.2494	54.153	2.27461	5.26276	6.80972	7.45007	7.53315	7.28591	6.85452	6.33201	5.77653	5.22356	4.69376	4.19839	3.7427	3.32819	2.95414	2.61853	2.31867	2.05157	1.81421	1.60361	1.417	1.2518	1.10566	0.97644	0.862236
5695	0.9198	0.8064	0.255	52.953	2.1484	4.97443	6.43908	7.04482	7.12128	6.88338	6.47004	5.96992	5.43862	4.91008	4.40416	3.93165	3.49755	3.10328	2.74811	2.43005	2.14644	1.89436	1.67085	1.47301	1.29813	1.14371	1.00745	0.887282	0.781357
5696	0.8238	0.7964	0.2606	51.753	1.94536	4.50767	5.83723	6.38676	6.4544	6.23527	5.85588	5.39724	4.9103	4.4262	3.96321	3.53125	3.13491	2.77547	2.45221	2.16325	1.9061	1.67802	1.47624	1.29805	1.14092	1.00251	0.880687	0.773535	0.679328
5697	0.7278	0.7864	0.2662	50.553	1.73824	4.03081	5.22191	5.71404	5.77327	5.57435	5.23099	4.8162	4.37601	3.93866	3.5207	3.13114	2.77413	2.45081	2.16051	1.90147	1.67139	1.46774	1.28797	1.12958	0.990234	0.867793	0.760297	0.665987	0.583286
5698	0.6318	0.7764	0.2718	49.353	1.52677	3.54315	4.59218	5.02556	5.07671	4.89944	4.5942	4.22565	3.83468	3.44643	3.07565	2.73039	2.41434	2.1285	1.87225	1.64399	1.44163	1.26287	1.10541	0.966985	0.845494	0.738996	0.645729	0.564108	0.49272
5699	0.6642	0.7664	0.2774	48.153	1.62471	3.77336	4.89279	5.35533	5.40903	5.21789	4.88936	4.49284	4.07233	3.65491	3.25654	2.8859	2.54698	2.24087	1.96685	1.72316	1.50751	1.3174	1.15028	1.00369	0.875325	0.763068	0.664998	0.579388	0.504702
5700	0.7602	0.7564	0.283	46.953	1.88314	4.37701	5.67824	6.21615	6.27776	6.05356	5.6687	5.20429	4.71187	4.22324	3.75718	3.3239	2.92812	2.57109	2.25193	1.96856	1.71825	1.49799	1.30476	1.13564	0.987873	0.858951	0.746592	0.64875	0.563609
5701	0.8562	0.7464	0.2886	45.753	2.1489	4.9987	6.488	7.10409	7.17396	6.91534	6.47178	5.93655	5.36908	4.80615	4.26949	3.77094	3.31598	2.90603	2.54007	2.21565	1.92956	1.67829	1.45828	1.26613	1.09861	0.952786	0.825997	0.71586	0.620255
5702	0.9522	0.7364	0.2942	44.553	2.42257	5.63987	7.32399	8.02136	8.09993	7.80557	7.30086	6.69177	6.04598	5.40549	4.79516	4.22855	3.71193	3.24694	2.83238	2.46542	2.14234	1.85909	1.61157	1.39581	1.20813	1.04511	0.903705	0.781162	0.67505
5703	0.9518	0.7264	0.2998	43.353	2.45605	5.72249	7.4353	8.14542	8.22519	7.92424	7.40813	6.78509	6.12446	5.46934	4.84528	4.26628	3.7388	3.26451	2.84219	2.46888	2.14073	1.85353	1.60302	1.38509	1.19591	1.03196	0.890065	0.767385	0.66141
5704	0.8558	0.7164	0.2946	42.153	2.24416	5.24827	6.84394	7.52424	7.62434	7.37032	6.91318	6.35236	5.75213	5.15287	4.57892	4.0439	3.55442	3.11259	2.71773	2.36748	2.05858	1.78737	1.55007	1.34301	1.16273	1.00604	0.870041	0.752128	0.649988
5705	0.7598	0.7064	0.289	40.953	2.02611	4.75646	6.22589	6.86994	6.98644	6.77753	6.37921	5.88167	5.34372	4.80275	4.28159	3.79335	3.34466	2.93799	2.57314	2.24832	1.96084	1.70757	1.48523	1.29061	1.12062	0.972417	0.843387	0.731181	0.633695
5706	0.6638	0.6964	0.2834	39.753	1.80122	4.24472	5.57693	6.1765	6.30391	6.13707	5.79643	5.36254	4.88838	4.40797	3.94237	3.50396	3.09922	2.73085	2.39906	2.10258	1.83924	1.60645	1.40141	1.22135	1.06358	0.925593	0.805095	0.69999	0.608401
5707	0.6322	0.6864	0.2778	38.553	1.74686	4.13239	5.44973	6.05786	6.20515	6.06233	5.74575	5.3338	4.87848	4.41353	3.96016	3.53102	3.133	2.7692	2.44023	2.14516	1.88214	1.64883	1.44264	1.26097	1.10129	0.961198	0.838481	0.731116	0.637276
5708	0.7282	0.6764	0.2722	37.353	2.05048	4.86923	6.44561	7.19128	7.39275	7.2482	6.8936	6.42122	5.89279	5.34878	4.81494	4.30691	3.83349	3.39891	3.00436	2.64912	2.33132	2.04843	1.79758	1.57585	1.38032	1.20824	1.05703	0.924337	0.808009
5709	0.8242	0.6664	0.2666	36.153	2.36697	5.64234	7.4971	8.39526	8.66169	8.52249	8.13378	7.60235	7.00018	6.37495	5.75737	5.16642	4.61307	4.10288	3.63779	3.21744	2.84002	2.50287	2.2029	1.93686	1.7015	1.49371	1.31057	1.14935	1.00759
5710	0.9202	0.6564	0.261	34.953	2.69761	6.45517	8.60939	9.67639	10.0196	9.89362	9.47532	8.88657	8.21024	7.5017	6.79705	6.11897	5.48091	4.88998	4.34907	3.85829	3.416	3.0195	2.66551	2.35052	2.07095	1.82335	1.60443	1.41112	1.24064
5711	0.9838	0.6464	0.2554	33.753	2.9468	7.07852	9.4763	10.6901	11.1094	11.0087	10.5801	9.95673	9.22998	8.46142	7.69167	6.94664	6.24202	5.58648	4.9839	4.43502	3.93852	3.49182	3.09165	2.73435	2.41621	2.13354	1.88282	1.66077	1.46432
5712	0.8878	0.6364	0.2498	32.553	2.7199	6.55854	8.81323	9.97881	10.4078	10.3502	9.98204	9.42621	8.76771	8.06434	7.35469	6.66371	6.00683	5.39286	4.82609	4.30777	3.83713	3.41217	3.03013	2.68788	2.38213	2.1096	1.86711	1.65167	1.4605
5713	0.7918	0.6264	0.2442	31.353	2.48387	6.01239	8.10976	9.21627	9.64741	9.62821	9.31822	8.82962	8.24057	7.60472	6.95825	6.32487	5.71955	5.15109	4.62405	4.14011	3.699	3.29925	2.93861	2.61443	2.32386	2.06402	1.83209	1.62539	1.44141
5714	0.6958	0.6164	0.2386	30.153	2.23769	5.43728	7.36168	8.39706	8.82181	8.83568	8.58118	8.15924	7.64073	7.07467	6.4945	5.92244	5.37273	4.85398	4.37091	3.9255	3.51795	3.14723	2.8116	2.50886	2.2366	1.99234	1.77362	1.57808	1.40349
5715	0.6002	0.6064	0.233	28.953	1.98148	4.83319	6.56845	7.52001	7.92913	7.96995	7.76755	7.41111	6.96368	6.46932	5.95833	5.45111	4.96095	4.49611	4.06128	3.65867	3.28883	2.95116	2.64435	2.36664	2.11604	1.89048	1.68785	1.50613	1.34338
5716	0.6962	0.5964	0.2274	27.753	2.36283	5.78551	7.89233	9.06916	9.59736	9.68127	9.46856	9.06528	8.54693	7.96673	7.36164	6.75682	6.16896	5.6086	5.08201	4.59236	4.14076	3.72688	3.34945	3.00662	2.69622	2.41589	2.16326	1.93597	1.73176
5717	0.7922	0.5864	0.2218	26.553	2.7684	6.80461	9.31756	10.7466	11.4139	11.5549	11.3408	10.8954	10.3073	9.63981	8.93704	8.22948	7.5376	6.87465	6.24868	5.66411	5.12277	4.62472	4.16887	3.75334	3.37582	3.03374	2.72445	2.4453	2.19371
5718	0.8882	0.5764	0.2162	25.353	3.20157	7.89953	10.8577	12.5694	13.3985	13.6127	13.4075	12.9255	12.2696	11.5135	10.7094	9.89368	9.09102	8.31775	7.5841	6.89593	6.256	5.66495	5.12196	4.62523	4.17236	3.76062	3.38713	3.04894	2.74318
5719	0.9842	0.5664	0.2106	24.153	3.66637	9.08114	12.5289	14.5579	15.5749	15.8805	15.6963	15.1845	14.4632	13.6176	12.7085	11.7788	10.8581	9.96613	9.11565	8.31426	7.56592	6.87199	6.23206	5.64452	5.107	4.61663	4.17032	3.7649	3.39719
5720	0.9198	0.5564	0.205	22.953	3.54883	8.82378	12.2198	14.2515	15.3028	15.6591	15.5321	15.0779	14.4107	13.6139	12.7472	11.8534	10.9621	10.0936	9.26133	8.47344	7.73453	7.04658	6.40973	5.82287	5.28405	4.79082	4.3404	3.9299	3.5564
5721	0.8238	0.5464	0.1994	21.753	3.2999	8.23638	11.4495	13.4027	14.4439	14.8334	14.7651	14.3832	13.7939	13.0751	12.2834	11.4595	10.6321	9.82105	9.03967	8.29645	7.59637	6.94187	6.33363	5.77103	5.25264	4.77645	4.34013	3.94117	3.57699
5722	0.7278	0.5364	0.1938	20.553	3.03498	7.60428	10.6108	12.4671	13.4848	13.8982	13.8833	13.5712	13.0598	12.4211	11.7079	10.9585	10.2002	9.45224	8.72772	8.03519	7.37992	6.76474	6.19076	5.65785	5.16502	4.71072	4.29303	3.90984	3.55891
5723	0.6318	0.5264	0.1882	20.647	2.57877	6.48607	9.08467	10.7137	11.6307	12.0305	12.0601	11.8302	11.4235	10.9016	10.3099	9.68173	9.04107	8.40498	7.78532	7.19003	6.62415	6.09063	5.59081	5.12496	4.69256	4.29254	3.9235	3.58379	3.27166
5724	0.6642	0.5164	0.1826	21.847	2.51832	6.35838	8.93953	10.5818	11.5296	11.9689	12.041	11.8527	11.4846	10.9971	10.4349	9.83145	9.21075	8.59024	7.98218	7.39499	6.83416	6.30305	5.80345	5.33597	4.90043	4.49606	4.12168	3.77589	3.45712
5725	0.7602	0.5064	0.177	23.047	2.68453	6.80411	9.60242	11.4089	12.4763	12.9984	13.1232	12.9632	12.6039	12.1098	11.5293	10.8984	10.2436	9.58424	8.93417	8.30298	7.69718	7.1209	6.5765	6.06508	5.58678	5.14107	4.72696	4.34316	3.98816
5726	0.8562	0.5036	0.1714	24.247	2.86103	7.26698	10.278	12.2386	13.4139	14.0072	14.1746	14.0348	13.6785	13.1742	12.5735	11.915	11.2273	10.5313	9.84212	9.17044	8.52351	7.90605	7.32093	6.76957	6.25239	5.76904	5.31867	4.90008	4.5118
