Iter	Fgutabs	k_a	k_e	V_dist	C_rest_1.1	C_rest_1.2	C_rest_1.3	C_rest_1.4	C_rest_1.5	C_rest_1.6	C_rest_1.7	C_rest_1.8	C_rest_1.9	C_rest_1.10	C_rest_1.11	C_rest_1.12	C_rest_1.13	C_rest_1.14	C_rest_1.15	C_rest_1.16	C_rest_1.17	C_rest_1.18	C_rest_1.19	C_rest_1.20	C_rest_1.21	C_rest_1.22	C_rest_1.23	C_rest_1.24	C_rest_1.25
416	0.6031	0.6515	0.0964	22.798	2.74911	6.88486	9.64022	11.4098	12.4781	13.0498	13.2724	13.2519	13.0645	12.7646	12.3913	11.9723	11.5275	11.0706	10.6114	10.1567	9.71093	9.27722	8.85744	8.45276	8.06375	7.69061	7.33328	6.99149	6.66487
417	0.6009	0.6315	0.0292	23.998	2.55024	6.53498	9.37306	11.3759	12.7707	13.7229	14.3534	14.7502	14.9775	15.0821	15.0981	15.0503	14.9569	14.8311	14.6824	14.518	14.3429	14.1607	13.9742	13.7854	13.5955	13.4057	13.2168	13.0291	12.843
418	0.6049	0.6115	0.078	25.198	2.35854	5.99065	8.50327	10.1975	11.295	11.9586	12.3082	12.4319	12.3942	12.2427	12.0119	11.7274	11.4078	11.0663	10.713	10.3547	9.99659	9.64217	9.29395	8.95362	8.62232	8.30074	7.9893	7.68818	7.3974
419	0.6089	0.5915	0.1452	26.398	2.17871	5.45928	7.63114	8.99698	9.78067	10.1475	10.2194	10.0859	9.81274	9.44781	9.02593	8.57221	8.10461	7.63578	7.17451	6.72674	6.29633	5.88566	5.496	5.12787	4.78123	4.45568	4.15055	3.86503	3.59818
420	0.6129	0.5715	0.2124	27.598	2.01445	4.98119	6.86119	7.95975	8.50274	8.65674	8.54402	8.25389	7.85112	7.38235	6.8807	6.36942	5.86441	5.3763	4.91183	4.47496	4.06769	3.69062	3.34339	3.02503	2.73415	2.46911	2.22819	2.00959	1.81154
421	0.6169	0.5515	0.2796	28.798	1.86381	4.54942	6.17882	7.05991	7.41943	7.42342	7.19264	6.81418	6.35015	5.84423	5.32659	4.81747	4.32999	3.87212	3.44819	3.05998	2.70756	2.38984	2.10501	1.85084	1.6249	1.4247	1.24777	1.09177	0.954482
422	0.6209	0.5315	0.2532	29.998	1.74566	4.31105	5.92426	6.84952	7.28443	7.37604	7.23324	6.93604	6.54282	6.09564	5.62442	5.15006	4.68671	4.24368	3.82666	3.43878	3.08135	2.75441	2.45714	2.18815	1.94574	1.728	1.53297	1.35869	1.20327
423	0.6249	0.5115	0.186	31.198	1.6437	4.15118	5.83719	6.90981	7.52814	7.81354	7.85833	7.73245	7.48866	7.16658	6.79571	6.39785	5.98891	5.58035	5.18026	4.79415	4.42564	4.07694	3.7492	3.44283	3.15766	2.89317	2.64858	2.42292	2.21515
424	0.6289	0.5085	0.1188	32.398	1.59775	4.11051	5.89355	7.12025	7.92451	8.40964	8.65528	8.72272	8.65908	8.50046	8.27449	8.00222	7.69964	7.37885	7.04888	6.71649	6.38663	6.06288	5.7478	5.44313	5.15001	4.86913	4.60083	4.3452	4.10213
425	0.6329	0.5285	0.0516	33.598	1.62133	4.2273	6.15216	7.556	8.5617	9.26355	9.7339	10.0283	10.1892	10.2493	10.2337	10.1615	10.0474	9.90256	9.73562	9.55314	9.3601	9.16029	8.95661	8.75124	8.54582	8.34157	8.13941	7.94001	7.74384
426	0.6369	0.5485	0.0556	34.798	1.63009	4.22609	6.11753	7.47564	8.43053	9.08104	9.50225	9.75116	9.87105	9.89477	9.84724	9.74734	9.60939	9.4442	9.25998	9.06288	8.85757	8.64753	8.43538	8.22307	8.01203	7.80331	7.5977	7.39572	7.19776
427	0.6409	0.5685	0.1228	35.998	1.62546	4.11942	5.82385	6.94436	7.6351	8.01147	8.1598	8.14456	8.01376	7.80309	7.53902	7.24103	6.92343	6.59664	6.26815	5.94329	5.6258	5.3182	5.02213	4.73859	4.46808	4.21079	3.96665	3.73541	3.5167
428	0.6449	0.5885	0.19	37.198	1.6206	4.0152	5.54494	6.45334	6.91973	7.07591	7.01826	6.81706	6.52325	6.17347	5.79385	5.40279	5.01301	4.6331	4.26865	3.9231	3.59834	3.29516	3.01362	2.75323	2.5132	2.2925	2.09001	1.90452	1.73484
429	0.6489	0.6085	0.2572	38.398	1.61552	3.91342	5.28009	5.99944	6.27614	6.25695	6.04643	5.71847	5.32472	4.90075	4.4706	4.05006	3.64907	3.27345	2.92617	2.60828	2.31951	2.05877	1.82447	1.61473	1.42757	1.26098	1.11299	0.981773	0.865577
430	0.6529	0.6285	0.2756	39.598	1.62023	3.88743	5.19516	5.84696	6.05874	5.98319	5.72742	5.36585	4.94952	4.51278	4.07822	3.66013	3.26704	2.9035	2.57138	2.27079	2.00069	1.75936	1.54473	1.35454	1.18649	1.03837	0.908075	0.793643	0.693277
431	0.6569	0.6485	0.2084	40.798	1.64251	3.99341	5.41563	6.19383	6.5311	6.57186	6.41833	6.14241	5.79433	5.40875	5.00933	4.61182	4.22646	3.85956	3.51475	3.19379	2.89716	2.6245	2.37494	2.14726	1.94009	1.75194	1.58135	1.42688	1.28713
432	0.6609	0.6685	0.1412	41.998	1.66496	4.10323	5.65027	6.57284	7.06096	7.24982	7.2354	7.08564	6.84852	6.55769	6.23668	5.90176	5.56404	5.23099	4.90751	4.59667	4.3003	4.01931	3.75402	3.50435	3.26993	3.05022	2.84458	2.65231	2.47269
433	0.6649	0.6885	0.074	43.198	1.68759	4.21708	5.90012	6.98723	7.65582	8.03147	8.20308	8.23351	8.16719	8.03549	7.86052	7.65786	7.43843	7.20987	6.97748	6.74494	6.51476	6.28862	6.06764	5.85251	5.64367	5.44132	5.24555	5.05634	4.87362
434	0.6689	0.7085	0.0332	44.398	1.70462	4.2888	6.0512	7.2378	8.02118	8.52245	8.82654	8.99306	9.06382	9.06815	9.0266	8.95359	8.85923	8.7506	8.63268	8.50888	8.38166	8.25269	8.12316	7.99386	7.86537	7.73807	7.61221	7.48797	7.36545
435	0.6729	0.7285	0.1004	45.598	1.69793	4.17452	5.74842	6.70238	7.23248	7.47463	7.52289	7.44233	7.27787	7.06041	6.81121	6.54476	6.27089	5.99621	5.72511	5.46042	5.20392	4.95667	4.71922	4.4918	4.2744	4.06688	3.86898	3.6804	3.50079
436	0.6769	0.7485	0.1676	46.798	1.69113	4.06332	5.4618	6.20929	6.52626	6.56297	6.42149	6.17085	5.85745	5.51222	5.15553	4.80053	4.45552	4.12548	3.81319	3.51996	3.24616	2.99151	2.75536	2.53685	2.33497	2.14868	1.97693	1.81868	1.67295
437	0.6809	0.7685	0.2348	47.998	1.68422	3.95513	5.19047	5.75508	5.89357	5.76916	5.48994	5.12685	4.72581	4.31595	3.91524	3.53424	3.17863	2.85096	2.5518	2.28046	2.03557	1.81534	1.61783	1.44106	1.28309	1.14209	1.01635	0.904295	0.804482
438	0.6849	0.7885	0.298	49.198	1.67807	3.85602	4.94718	5.35786	5.35475	5.11143	4.73956	4.30978	3.86576	3.4335	3.02755	2.6552	2.31916	2.01937	1.75416	1.52099	1.31695	1.13903	0.984316	0.850053	0.733725	0.633062	0.546038	0.470862	0.405958
439	0.6889	0.8085	0.2308	50.398	1.69988	3.96016	5.1609	5.68797	5.79529	5.64909	5.3574	4.98977	4.59029	4.18635	3.79439	3.42377	3.07926	2.76278	2.47443	2.21326	1.97772	1.76597	1.57603	1.40595	1.25384	1.11794	0.996597	0.888314	0.79172
440	0.6929	0.8285	0.1636	51.598	1.72191	4.06824	5.38862	6.04909	6.29013	6.26935	6.08968	5.81804	5.49765	5.1561	4.81077	4.47233	4.1471	3.83858	3.54846	3.27727	3.02483	2.79053	2.57352	2.37282	2.1874	2.01622	1.85827	1.71259	1.57826
441	0.6969	0.8485	0.0964	52.798	1.74416	4.18042	5.63135	6.44434	6.84638	6.98565	6.95883	6.82889	6.63678	6.40902	6.16276	5.90895	5.65457	5.40398	5.15982	4.92365	4.6963	4.47814	4.26927	4.06959	3.87888	3.69687	3.52325	3.35768	3.19982
442	0.7009	0.8685	0.0292	53.998	1.76665	4.29689	5.89017	6.87718	7.47214	7.81379	7.992	8.06495	8.07034	8.03258	7.96747	7.88523	7.79247	7.69347	7.591	7.48682	7.3821	7.27756	7.17367	7.07072	6.96891	6.86833	6.76906	6.67113	6.57456
443	0.7049	0.8885	0.078	55.198	1.76268	4.21	5.66169	6.47938	6.89481	7.05644	7.05932	6.96425	6.81006	6.62152	6.4144	6.19864	5.98052	5.76394	5.55128	5.34395	5.14276	4.94811	4.76017	4.57894	4.40434	4.23623	4.07442	3.91872	3.76892
444	0.7089	0.9085	0.1452	56.398	1.75445	4.09368	5.37025	5.98673	6.19768	6.16379	5.9862	5.72831	5.42958	5.11439	4.79753	4.48779	4.19016	3.9073	3.6404	3.38973	3.15506	2.93583	2.73134	2.54076	2.36328	2.19806	2.04432	1.90127	1.7682
445	0.7129	0.9285	0.2124	57.598	1.74616	3.98072	5.0949	5.53406	5.57522	5.38986	5.0834	4.71994	4.33788	3.95958	3.59756	3.25831	2.94461	2.6571	2.39516	2.15746	1.94236	1.74809	1.57286	1.41495	1.27275	1.14473	1.02954	0.925894	0.832661
446	0.7169	0.9485	0.2796	58.798	1.73783	3.87105	4.83472	5.118	5.01913	4.71832	4.32307	3.89618	3.47319	3.07316	2.70527	2.37289	2.07611	1.81321	1.5816	1.37834	1.20043	1.04501	0.909414	0.791227	0.688286	0.598666	0.520671	0.452809	0.393776
447	0.7209	0.9685	0.2532	59.998	1.75038	3.91044	4.90463	5.2205	5.1537	4.88219	4.51195	4.10501	3.69672	3.30633	2.94347	2.61213	2.31302	2.04506	1.80625	1.59415	1.40624	1.24004	1.09322	0.963606	0.849258	0.748417	0.659511	0.581142	0.512071
448	0.7249	0.9885	0.186	58.802	1.84446	4.18098	5.33495	5.79163	5.84489	5.67209	5.37959	5.0307	4.66255	4.29643	3.94413	3.61171	3.30185	3.01527	2.75155	2.50966	2.28829	2.086	1.90131	1.7328	1.57913	1.43902	1.3113	1.1949	1.08881
449	0.7289	1.0085	0.1188	57.602	1.94376	4.47199	5.80873	6.43684	6.6473	6.61526	6.44593	6.20234	5.92204	5.62726	5.33097	5.04058	4.76019	4.49188	4.23659	3.99453	3.76554	3.54921	3.34502	3.15242	2.9708	2.79958	2.6382	2.48609	2.34274
450	0.7329	1.0285	0.0516	56.402	2.0485	4.78497	6.33056	7.16638	7.58005	7.74348	7.75942	7.68925	7.56961	7.42239	7.26059	7.09196	6.92107	6.75061	6.58216	6.41659	6.25441	6.09585	5.94104	5.78999	5.64267	5.49905	5.35905	5.22258	5.08959
451	0.7369	1.0485	0.0556	55.202	2.13913	4.97	6.54432	7.37757	7.7748	7.91655	7.90959	7.81709	7.6764	7.50952	7.32944	7.14376	6.95695	6.77156	6.58907	6.4103	6.23566	6.06535	5.89945	5.73793	5.58075	5.42782	5.27905	5.13435	4.99359
452	0.7409	1.0685	0.1228	54.002	2.21565	5.02728	6.45315	7.08002	7.25105	7.1666	6.9434	6.64923	6.32318	5.98761	5.65505	5.33235	5.02304	4.72874	4.44997	4.18662	3.93827	3.7043	3.48403	3.27675	3.08172	2.89826	2.7257	2.5634	2.41076
453	0.7449	1.0885	0.19	52.802	2.2952	5.08633	6.3657	6.79867	6.76853	6.49516	6.10385	5.66518	5.2182	4.78385	4.37268	3.98938	3.63536	3.31027	3.01281	2.74124	2.49366	2.26816	2.06289	1.87611	1.70618	1.55161	1.41102	1.28317	1.16689
454	0.7489	1.1085	0.2572	51.602	2.37799	5.14737	6.28209	6.53276	6.32396	5.89376	5.37381	4.83522	4.31487	3.83045	3.38905	2.99205	2.63786	2.32349	2.04537	1.79985	1.58341	1.39276	1.22494	1.07726	0.947344	0.83307	0.732567	0.644181	0.566454
455	0.7529	1.1285	0.2756	50.402	2.47986	5.31689	6.42769	6.62139	6.34983	5.86278	5.29598	4.72111	4.17417	3.67142	3.21847	2.81535	2.4593	2.14634	1.87211	1.63229	1.42283	1.24006	1.08064	0.941657	0.82051	0.714928	0.62292	0.542746	0.472887
456	0.7569	1.1485	0.2084	49.202	2.61554	5.69272	7.00799	7.3724	7.23859	6.85776	6.36807	5.8443	5.32588	4.83259	4.37338	3.95131	3.56633	3.21682	2.90041	2.61448	2.35637	2.12353	1.91359	1.72434	1.55377	1.40005	1.26153	1.1367	1.02423
457	0.7609	1.1685	0.1412	48.002	2.75949	6.09884	7.64975	8.22475	8.27541	8.05213	7.69327	7.27479	6.83796	6.40478	5.98655	5.58871	5.21346	4.86127	4.53167	4.22376	3.93639	3.66838	3.41849	3.18556	2.96847	2.76616	2.57762	2.40192	2.2382
458	0.7649	1.1885	0.074	46.802	2.91235	6.53819	8.36047	9.19373	9.48735	9.48914	9.33566	9.10209	8.82973	8.54115	8.24865	7.95883	7.67514	7.39934	7.13221	6.87405	6.62486	6.3845	6.15274	5.92933	5.714	5.50648	5.30647	5.11373	4.92798
459	0.7689	1.2085	0.0332	45.602	3.06425	6.93487	8.96351	9.98695	10.4625	10.64	10.6559	10.5849	10.4677	10.3266	10.1736	10.0155	9.85567	9.6962	9.53809	9.38189	9.22789	9.07622	8.92693	8.78004	8.63554	8.49339	8.35358	8.21606	8.0808
460	0.7729	1.2285	0.1004	44.402	3.18003	7.02598	8.84707	9.58532	9.74981	9.61536	9.33011	8.97369	8.58864	8.19751	7.81205	7.43817	7.07865	6.73459	6.40622	6.0933	5.79537	5.51184	5.24209	4.9855	4.74144	4.50931	4.28854	4.07858	3.87889
461	0.7769	1.2485	0.1676	43.202	3.30166	7.12214	8.7383	9.20825	9.09605	8.70126	8.182	7.62082	7.05993	6.52011	6.01083	5.5356	5.09488	4.6876	4.31201	3.96605	3.64759	3.35457	3.08501	2.83708	2.60905	2.39933	2.20647	2.02911	1.866
462	0.7809	1.2685	0.2348	42.002	3.42967	7.22386	8.63733	8.85455	8.49634	7.88538	7.18702	6.48378	5.81482	5.19682	4.63502	4.12895	3.67548	3.27041	2.90924	2.58756	2.30124	2.0465	1.81989	1.61835	1.43911	1.27971	1.13796	1.01191	0.899826
463	0.7849	1.2885	0.298	40.802	3.56647	7.34411	8.57016	8.56133	7.99446	7.21242	6.38445	5.59014	4.86328	4.21471	3.64422	3.14655	2.71454	2.34064	2.01761	1.73882	1.49839	1.29111	1.11245	0.958495	0.825832	0.711524	0.613033	0.528174	0.45506
464	0.7889	1.3085	0.2308	39.602	3.77455	7.89414	9.38913	9.59019	9.18144	8.51161	7.75591	7.00001	6.28355	5.62285	5.02256	4.48168	3.99661	3.56278	3.17539	2.82978	2.52161	2.24691	2.00209	1.78391	1.5895	1.41627	1.26192	1.12438	1.00184
465	0.7929	1.3285	0.1636	38.402	3.99757	8.4939	10.3024	10.7674	10.5774	10.0841	9.46576	8.81164	8.16553	7.54786	6.96721	6.42626	5.92474	5.46105	5.03297	4.63811	4.27404	3.93846	3.62918	3.34416	3.08151	2.83949	2.61647	2.41097	2.2216
466	0.7969	1.3485	0.0964	37.202	4.23701	9.14898	11.3229	12.1172	12.2232	11.9926	11.6038	11.1472	10.6682	10.1894	9.72179	9.27034	8.83718	8.4229	8.02734	7.64999	7.29022	6.94727	6.62041	6.3089	6.01204	5.72914	5.45955	5.20264	4.95782
467	0.8009	1.3685	0.0292	36.002	4.49453	9.8658	12.4653	13.6682	14.168	14.3147	14.2849	14.1674	14.0073	13.8271	13.6382	13.4463	13.2543	13.0637	12.8751	12.6889	12.5052	12.324	12.1454	11.9694	11.7959	11.625	11.4565	11.2904	11.1268
468	0.8049	1.3885	0.078	34.802	4.69949	10.124	12.5358	13.4543	13.6379	13.4649	13.1241	12.7091	12.2664	11.8189	11.3777	10.9479	10.5319	10.1304	9.7436	9.37125	9.01298	8.66832	8.3368	8.01795	7.71128	7.41633	7.13267	6.85985	6.59746
469	0.8089	1.4085	0.1452	33.602	4.90662	10.3165	12.4391	12.9748	12.7619	12.2122	11.5271	10.804	10.089	9.40306	8.75476	8.14672	7.57871	7.04922	6.55619	6.09738	5.67055	5.27353	4.90427	4.56086	4.24148	3.94447	3.66825	3.41137	3.17249
470	0.8129	1.4285	0.2124	32.402	5.12833	10.5249	12.3593	12.5313	11.9625	11.0969	10.1451	9.20434	8.31681	7.49836	6.75241	6.07674	5.46677	4.91709	4.42221	3.97692	3.57636	3.21609	2.89208	2.6007	2.33868	2.10305	1.89115	1.70061	1.52927
471	0.8169	1.4485	0.2796	31.202	5.36629	10.7509	12.2974	12.1225	11.2337	10.1039	8.94841	7.85982	6.8726	5.99448	5.22138	4.54451	3.95371	3.4389	2.99073	2.60078	2.26158	1.96658	1.71003	1.48694	1.29296	1.12427	0.977591	0.850049	0.739145
472	0.8209	1.4685	0.2532	30.002	5.69188	11.4474	13.1728	13.0876	12.242	11.1274	9.96783	8.86106	7.84504	6.93024	6.11482	5.39185	4.75268	4.18848	3.69088	3.2522	2.86557	2.52487	2.22465	1.96012	1.72704	1.52167	1.34073	1.1813	1.04083
473	0.8249	1.4885	0.186	28.802	6.07826	12.4254	14.5938	14.8523	14.2718	13.3553	12.3359	11.3196	10.3519	9.45048	8.6197	7.85825	7.1623	6.52715	5.94793	5.41992	4.9387	4.50016	4.10054	3.7364	3.40459	3.10224	2.82674	2.57571	2.34697
474	0.8289	1.4915	0.1188	27.602	6.44071	13.4308	16.1484	16.8738	16.6865	16.097	15.3455	14.5444	13.7454	12.9716	12.2325	11.5313	10.8683	10.2425	9.65225	9.09582	8.57136	8.0771	7.61131	7.17238	6.75875	6.36897	6.00167	5.65555	5.3294
475	0.8329	1.4715	0.0516	26.402	6.75069	14.4263	17.819	19.1668	19.5419	19.4578	19.1604	18.7674	18.3348	17.8897	17.4445	17.0052	16.5744	16.1534	15.7426	15.3419	14.9512	14.5705	14.1994	13.8377	13.4853	13.1418	12.8071	12.4809	12.163
476	0.8369	1.4515	0.0556	25.202	7.0223	15.0461	18.61	20.0241	20.4065	20.2977	19.9594	19.5177	19.0337	18.5366	18.0403	17.5515	17.0731	16.6063	16.1517	15.7092	15.2786	14.8598	14.4524	14.0562	13.6708	13.296	12.9315	12.5769	12.2321
477	0.8409	1.4315	0.1228	24.002	7.25911	15.2971	18.5266	19.4473	19.2785	18.614	17.742	16.8009	15.8569	14.9402	14.0639	13.233	12.4481	11.7084	11.0119	10.3565	9.7399	9.15995	8.61449	8.1015	7.61904	7.16531	6.73859	6.33729	5.95989
478	0.8449	1.4115	0.19	22.802	7.52137	15.5931	18.5019	18.959	18.2944	17.1566	15.8586	14.5482	13.2923	12.1186	11.0356	10.043	9.13655	8.31037	7.55814	6.87361	6.2509	5.68451	5.16939	4.70093	4.27491	3.8875	3.53519	3.21481	2.92346
479	0.8489	1.3915	0.2572	21.602	7.81332	15.941	18.5408	18.5593	17.4446	15.9005	14.2616	12.6801	11.2196	9.90034	8.72294	7.67894	6.75659	5.94339	5.22725	4.59699	4.04252	3.55483	3.12591	2.74873	2.41705	2.12538	1.8689	1.64338	1.44506
480	0.8529	1.3715	0.2756	20.402	8.19221	16.6913	19.3549	19.2875	18.0256	16.3203	14.5293	12.815	11.244	9.83616	8.58992	7.49421	6.53456	5.69594	4.964	4.32565	3.76914	3.28412	2.86144	2.49314	2.17223	1.89261	1.64899	1.43672	1.25178
481	0.8569	1.3515	0.2084	20.798	8.04558	16.7903	19.9829	20.4752	19.7056	18.3949	16.8999	15.393	13.954	12.616	11.3894	10.2735	9.2625	8.3488	7.5241	6.7803	6.10974	5.50535	4.96067	4.46983	4.02755	3.62901	3.26991	2.94634	2.65479
482	0.8609	1.3315	0.1412	21.998	7.6138	16.2762	19.8849	20.9541	20.7718	19.9962	18.9621	17.8387	16.7096	15.6152	14.5738	13.5921	12.6717	11.811	11.0075	10.258	9.55919	8.9078	8.3007	7.73494	7.20771	6.71641	6.25859	5.83198	5.43445
483	0.8649	1.3115	0.074	23.198	7.225	15.8226	19.8467	21.5128	21.9704	21.8154	21.3568	20.7543	20.0904	19.4073	18.7266	18.0589	17.4095	16.7805	16.1727	15.5862	15.0205	14.4751	13.9495	13.4428	12.9546	12.484	12.0306	11.5936	11.1725
484	0.8689	1.2915	0.0332	24.398	6.84894	15.245	19.4549	21.4733	22.3459	22.6209	22.5855	22.3903	22.1144	21.7989	21.4654	21.1254	20.7846	20.4461	20.1114	19.7813	19.4562	19.1362	18.8213	18.5115	18.2068	17.9071	17.6123	17.3223	17.0372
485	0.8729	1.2715	0.1004	25.598	6.41485	14.05	17.5715	18.9403	19.1934	18.8787	18.2854	17.5654	16.7982	16.0249	15.2663	14.5326	13.8284	13.1552	12.5132	11.9016	11.3195	10.7656	10.2386	9.73742	9.26072	8.80733	8.37613	7.96603	7.57601
486	0.8769	1.2515	0.1676	26.798	6.02013	12.9782	15.9154	16.7651	16.5561	15.8343	14.8872	13.8648	12.8434	11.8609	10.9341	10.0694	9.26762	8.52673	7.84349	7.21416	6.63487	6.10187	5.61155	5.16056	4.74578	4.36432	4.01351	3.69089	3.3942
487	0.8809	1.2315	0.2348	27.998	5.65971	12.0131	14.4535	14.8897	14.341	13.347	12.1897	11.013	9.88683	8.84231	7.8902	7.03098	6.26014	5.57102	4.95624	4.4085	3.92084	3.4869	3.10085	2.75747	2.45208	2.1805	1.93898	1.72421	1.53322
488	0.8849	1.2115	0.298	29.198	5.33212	11.1595	13.1973	13.3253	12.5474	11.3925	10.1331	8.90363	7.76567	6.74227	5.83709	5.04442	4.3545	3.75628	3.23879	2.7918	2.40608	2.07341	1.7866	1.5394	1.32637	1.14279	0.984615	0.848324	0.730896
489	0.8889	1.1915	0.2308	30.398	5.11648	10.9643	13.2996	13.7958	13.3646	12.4991	11.4625	10.3928	9.35901	8.39351	7.50876	6.70694	5.98508	5.3378	4.7588	4.24167	3.78021	3.36867	3.00177	2.67475	2.3833	2.12359	1.89216	1.68595	1.5022
490	0.8929	1.1715	0.1636	31.598	4.91579	10.787	13.4231	14.308	14.2637	13.7444	12.9994	12.1646	11.3128	10.482	9.69083	8.94756	8.25475	7.61193	7.01715	6.46771	5.96067	5.49303	5.06188	4.66447	4.2982	3.96065	3.6496	3.36296	3.09883
491	0.8969	1.1515	0.0964	32.798	4.72838	10.6257	13.5668	14.8633	15.2518	15.1458	14.7771	14.2752	13.7122	13.1281	12.5447	11.9737	11.4211	10.8898	10.3808	9.89425	9.42975	8.98663	8.56409	8.16128	7.77734	7.41143	7.0627	6.73038	6.41368
492	0.9009	1.1315	0.0292	33.998	4.5528	10.4786	13.7297	15.4633	16.3368	16.7234	16.835	16.7921	16.6629	16.4862	16.2841	16.069	15.848	15.625	15.4024	15.1813	14.9625	14.7464	14.533	14.3226	14.1152	13.9107	13.7091	13.5104	13.3146
493	0.9049	1.1115	0.078	35.198	4.32179	9.84571	12.7327	14.1178	14.6517	14.7074	14.4982	14.1464	13.7216	13.2635	12.7944	12.327	11.8681	11.4214	10.9886	10.5707	10.1677	9.77962	9.406	9.04649	8.70061	8.3679	8.04789	7.74009	7.44405
494	0.9089	1.0915	0.1452	36.398	4.09615	9.18944	11.6632	12.6526	12.8131	12.5222	11.9966	11.3601	10.6825	10.0028	9.34193	8.71068	8.11398	7.55348	7.02899	6.53936	6.08292	5.65782	5.26212	4.89392	4.55138	4.23276	3.93641	3.66079	3.40446
495	0.9129	1.0715	0.2124	37.598	3.8853	8.58618	10.7013	11.3672	11.2426	10.7072	9.97795	9.17721	8.37229	7.59882	6.87421	6.20559	5.59439	5.03895	4.53606	4.08184	3.67222	3.30319	2.97094	2.67194	2.40292	2.16093	1.94327	1.74751	1.57146
496	0.9169	1.0515	0.2796	38.798	3.68784	8.03056	9.83426	10.2367	9.89749	9.19513	8.34359	7.46081	6.60905	5.81869	5.10205	4.46152	3.89428	3.39498	2.95723	2.57448	2.24041	1.94918	1.69551	1.47468	1.2825	1.11531	0.969873	0.843382	0.733374
497	0.9209	1.0315	0.2532	39.998	3.54506	7.81132	9.68131	10.2011	9.9858	9.39404	8.63262	7.81842	7.01548	6.25694	5.5581	4.92415	4.35471	3.84649	3.39484	2.99457	2.64052	2.32775	2.05168	1.80814	1.59339	1.40407	1.2372	1.09013	0.960538
498	0.9249	1.0115	0.186	41.198	3.42756	7.73095	9.82312	10.6265	10.6934	10.3531	9.80122	9.15243	8.47329	7.80141	7.1572	6.55091	5.98682	5.46581	4.98683	4.54784	4.1463	3.77949	3.4447	3.1393	2.86082	2.60694	2.37554	2.16465	1.97245
499	0.9289	0.9915	0.1188	42.398	3.31544	7.65555	9.97414	11.0801	11.4652	11.4278	11.1487	10.7372	10.2589	9.75314	9.24298	8.74181	8.25708	7.79271	7.3505	6.93098	6.53394	6.15875	5.80457	5.47042	5.15531	4.85822	4.57819	4.31424	4.06549
500	0.9329	0.9715	0.0516	43.598	3.20823	7.58451	10.1341	11.5634	12.307	12.6323	12.7035	12.6217	12.449	12.2234	11.9684	11.6982	11.4215	11.1437	10.868	10.5961	10.3293	10.0681	9.8128	9.56358	9.32044	9.08331	8.85213	8.62677	8.4071
501	0.9369	0.9515	0.0556	44.798	3.07692	7.29668	9.77128	11.1655	11.8922	12.208	12.2721	12.1835	12.0035	11.7701	11.5069	11.2284	10.9435	10.6577	10.3744	10.0955	9.82209	9.55492	9.29428	9.04028	8.79293	8.55217	8.31789	8.08996	7.86823
502	0.9409	0.9315	0.1228	45.998	2.92772	6.84037	8.99827	10.0725	10.4833	10.4933	10.2665	9.90504	9.47202	9.00638	8.53182	8.06251	7.60671	7.16899	6.75164	6.35558	5.98086	5.62705	5.29343	4.97913	4.68319	4.40466	4.14258	3.89602	3.6641
503	0.9449	0.9115	0.19	47.198	2.78643	6.41613	8.29588	9.10439	9.26851	9.05567	8.63258	8.10228	7.5278	6.94691	6.38156	5.84393	5.34013	4.87253	4.44132	4.04539	3.68294	3.35181	3.04972	2.7744	2.52363	2.29535	2.0876	1.89858	1.72663
504	0.9489	0.8915	0.2572	48.398	2.65246	6.02121	7.65673	8.24533	8.21889	7.84729	7.29748	6.67118	6.02898	5.40571	4.82016	4.28125	3.79199	3.35193	2.95867	2.60882	2.29861	2.02417	1.78179	1.56799	1.37955	1.21357	1.06744	0.938828	0.825665
505	0.9529	0.8715	0.2756	49.598	2.54108	5.76503	7.31966	7.86291	7.81153	7.42738	6.8732	6.24839	5.61219	4.99849	4.42539	3.90121	3.42844	3.00614	2.63147	2.30069	2.00968	1.75431	1.53064	1.335	1.16405	1.01479	0.884534	0.770915	0.671835
506	0.9569	0.8515	0.2084	50.798	2.46134	5.71412	7.43279	8.18943	8.35384	8.164	7.77215	7.27483	6.73249	6.18227	5.64628	5.13705	4.66105	4.22094	3.81706	3.44836	3.11302	2.80882	2.53338	2.28434	2.05936	1.85628	1.67305	1.50779	1.35878
507	0.9609	0.8315	0.1412	51.998	2.38411	5.6642	7.54968	8.53395	8.94127	8.9844	8.80259	8.48671	8.0957	7.66757	7.22653	6.7878	6.36065	5.95053	5.56038	5.19157	4.84442	4.51864	4.21356	3.92828	3.66178	3.41302	3.18092	2.96446	2.76263
508	0.9649	0.8115	0.074	53.198	2.30918	5.61493	7.67008	8.89712	9.57741	9.89832	9.98452	9.91891	9.75661	9.53417	9.27579	8.99746	8.70968	8.41934	8.13087	7.84709	7.56976	7.29993	7.03819	6.78482	6.53989	6.30335	6.07506	5.85484	5.64247
509	0.9689	0.7915	0.0332	54.398	2.22877	5.50595	7.64613	9.02198	9.88439	10.4022	10.6891	10.8215	10.8509	10.812	10.7281	10.6148	10.4827	10.3388	10.188	10.0332	9.87681	9.7201	9.56405	9.40927	9.25616	9.10499	8.95591	8.80902	8.66436
